ID,Ref.,Cit.,Alloy,Dmax,Fe,Co,B,Si,Nb,Ni,Y,Zr,Cr,Mo,P,C,Hf,Al,Dy,Er,Mn,Ti,V,Cu,Sn,W,Ta
263,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe49Cr15Mo14C18B3Er1,4,0.49,0,0.03,0,0,0,0,0,0.15,0.14,0,0.18,0,0,0,0.01,0,0,0,0,0,0,0
264,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",[(Fe0.6Ni0.4)0.75B0.2Si0.05]96Nb4,4,0.432,0,0.192,0.048,0.04,0.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",(Fe0.5Co0.)72B20Si4Nb4,4,0.36,0.36,0.2,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe72B22Y4Nb2,4,0.72,0,0.22,0,0.02,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",(Fe0.9Co0.1)64.25Mo14C15B6Er0.75,4,0.57825,0.06425,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.0075,0,0,0,0,0,0,0
268,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",(Fe0.9Co0.1)64.5Mo14C15B6Er0.5,4,0.5805,0.0645,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.005,0,0,0,0,0,0,0
269,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe48Cr10Mo19C15B6Er2,4,0.48,0,0.06,0,0,0,0,0,0.1,0.19,0,0.15,0,0,0,0.02,0,0,0,0,0,0,0
270,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe50Mn10Mo14Cr4C16B6,4,0.5,0,0.06,0,0,0,0,0,0.04,0.14,0,0.16,0,0,0,0,0.1,0,0,0,0,0,0
271,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",(Fe0.8Co0.2)64.5Mo14C15B6Er0.5,4,0.516,0.129,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.005,0,0,0,0,0,0,0
272,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.", (Fe72B22Y6)98Nb2,4,0.7056,0,0.2156,0,0.02,0,0.0588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe49Mn10Mo14Cr4W1C16B6,4,0.49,0,0.06,0,0,0,0,0,0.04,0.14,0,0.16,0,0,0,0,0.1,0,0,0,0,0.01,0
274,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe51Mn10Mo14Cr4C15B6,4,0.51,0,0.06,0,0,0,0,0,0.04,0.14,0,0.15,0,0,0,0,0.1,0,0,0,0,0,0
275,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe64.7C7.0Si3.3B5.5P8.7Cr2.3Al2.0Mo6.5,4,0.647,0,0.055,0.033,0,0,0,0,0.023,0.065,0.087,0.07,0,0.02,0,0,0,0,0,0,0,0,0
276,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe72B22Y4Ta2,4,0.72,0,0.22,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
277,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe64Mo14C15B6Er1,3.5,0.64,0,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.01,0,0,0,0,0,0,0
278,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe51.2Co12.8Mo14C15B6Er1,3.5,0.512,0.128,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.01,0,0,0,0,0,0,0
279,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe57.6Co6.4Mo14C15B6Er1,3.5,0.576,0.064,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.01,0,0,0,0,0,0,0
280,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe51.8Co12.95Mo14C15B6Er0.25,3,0.518,0.1295,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.0025,0,0,0,0,0,0,0
281,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",(Fe0.7Co0.3)64.5Mo14C15B6Er0.5,3,0.4515,0.1935,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.005,0,0,0,0,0,0,0
282,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",(Fe0.7Co0.3)64Mo14C15B6Er1,3,0.448,0.192,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.01,0,0,0,0,0,0,0
283,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe54Mn10Mo14C15B7,3,0.54,0,0.07,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0,0.1,0,0,0,0,0,0
284,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",(Fe0.9Co0.1)58.5Cr6Mo14C18B3Er0.5,3,0.5265,0.0585,0.03,0,0,0,0,0,0.06,0.14,0,0.18,0,0,0,0.005,0,0,0,0,0,0,0
285,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",(Fe0.9Co0.1)64.75Mo14C15B6Er0.25,3,0.58275,0.06475,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.0025,0,0,0,0,0,0,0
286,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe55Cr8Mo14C15B6Er2,4.5,0.55,0,0.06,0,0,0,0,0,0.08,0.14,0,0.15,0,0,0,0.02,0,0,0,0,0,0,0
287,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe60.5Cr4Mo14C15B6Er0.5,3,0.605,0,0.06,0,0,0,0,0,0.04,0.14,0,0.15,0,0,0,0.005,0,0,0,0,0,0,0
288,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe63.5Mo14C15B6Er1.5,3,0.635,0,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.015,0,0,0,0,0,0,0
289,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe64Mo14C15B6Dy1,3,0.64,0,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0.01,0,0,0,0,0,0,0,0
290,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe63Mo14C15B6Dy2,3,0.63,0,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0.02,0,0,0,0,0,0,0,0
291,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe50Mn10Mo14Cr4C15B7,3,0.5,0,0.07,0,0,0,0,0,0.04,0.14,0,0.15,0,0,0,0,0.1,0,0,0,0,0,0
292,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe48Mn10Mo16Cr4C15B7,3,0.48,0,0.07,0,0,0,0,0,0.04,0.16,0,0.15,0,0,0,0,0.1,0,0,0,0,0,0
293,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe49Mn10Mo14Cr4W1C15B7,3,0.49,0,0.07,0,0,0,0,0,0.04,0.14,0,0.15,0,0,0,0,0.1,0,0,0,0,0.01,0
294,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe72B22Y4Hf2,3,0.72,0,0.22,0,0,0,0.04,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
295,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe49Mn10Mo14Cr4V1C15B7,3,0.49,0,0.07,0,0,0,0,0,0.04,0.14,0,0.15,0,0,0,0,0.1,0,0.01,0,0,0,0
296,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe49Cr15Mo14C19B2Er1,3,0.49,0,0.02,0,0,0,0,0,0.15,0.14,0,0.19,0,0,0,0.01,0,0,0,0,0,0,0
297,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe72B22Y4Ti2,3,0.72,0,0.22,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0
298,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe71.2C7.0Si3.3B5.5P8.7Cr2.3Al2.0,3,0.712,0,0.055,0.033,0,0,0,0,0.023,0,0.087,0.07,0,0.02,0,0,0,0,0,0,0,0,0
299,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe56Co7Ni7Zr6Nb2.5Mo1.5B20,3,0.56,0.07,0.2,0,0.025,0.07,0,0.06,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0
300,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe56Co7Ni7Zr6Nb2.5Ti1.5B20,3,0.56,0.07,0.2,0,0.025,0.07,0,0.06,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0
301,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe56Co7Ni7Zr6Nb2.5Ta1.5B20,3,0.56,0.07,0.2,0,0.025,0.07,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015
302,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe56Co7Ni7Zr7.5Nb2.5B20,3,0.56,0.07,0.2,0,0.025,0.07,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe62.9Ni11.1Mo6P10C7.5B2.5,3,0.629,0,0.025,0,0,0.111,0,0,0,0.06,0.1,0.075,0,0,0,0,0,0,0,0,0,0,0
304,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe74Mo6P10C7.5B2.5,3,0.74,0,0.025,0,0,0,0,0,0,0.06,0.1,0.075,0,0,0,0,0,0,0,0,0,0,0
305,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe65Cr2Mo9P10C8B6,2.5,0.65,0,0.06,0,0,0,0,0,0.02,0.09,0.1,0.08,0,0,0,0,0,0,0,0,0,0,0
306,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe63Cr3Mo12P10C7B5,2.5,0.63,0,0.05,0,0,0,0,0,0.03,0.12,0.1,0.07,0,0,0,0,0,0,0,0,0,0,0
307,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe45.325Co19.425Mo14C15B6Er0.25,2.5,0.45325,0.19425,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.0025,0,0,0,0,0,0,0
308,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe64Cr3Mo10P10C10B3,2.5,0.64,0,0.03,0,0,0,0,0,0.03,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
309,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe66Mo10P12C10B2,2.5,0.66,0,0.02,0,0,0,0,0,0,0.1,0.12,0.1,0,0,0,0,0,0,0,0,0,0,0
310,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe64.5Mo14C15B6Er0.5,2.5,0.645,0,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.005,0,0,0,0,0,0,0
311,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe76Si9.6B8.4P6,2.5,0.76,0,0.084,0.096,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
312,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe69Mo7P12C10B2,2.5,0.69,0,0.02,0,0,0,0,0,0,0.07,0.12,0.1,0,0,0,0,0,0,0,0,0,0,0
313,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe64Mo14C15B7,2.5,0.64,0,0.07,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0,0,0,0,0,0,0,0
314,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe63Cr3Mo10P12C10B2,2.5,0.63,0,0.02,0,0,0,0,0,0.03,0.1,0.12,0.1,0,0,0,0,0,0,0,0,0,0,0
315,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.", (Fe72B22Y6)98Ti2,2,0.7056,0,0.2156,0,0,0,0.0588,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0
316,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe52.5Cr7.5Mo15C15B10,2,0.525,0,0.1,0,0,0,0,0,0.075,0.15,0,0.15,0,0,0,0,0,0,0,0,0,0,0
317,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe42Cr16Mo16C18B5Y3,2,0.42,0,0.05,0,0,0,0.03,0,0.16,0.16,0,0.18,0,0,0,0,0,0,0,0,0,0,0
318,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe64.75Mo14C15B6Er0.25,2,0.6475,0,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.0025,0,0,0,0,0,0,0
319,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",(Fe0.8Co0.2)65Mo14C15B6,2,0.52,0.13,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0,0,0,0,0,0,0,0
320,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe64.5Mo14C15B6Dy0.5,2,0.645,0,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0.005,0,0,0,0,0,0,0,0
321,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe58.3875Co6.4875Mo14C15B6Er0.125,2,0.58388,0.06488,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.00125,0,0,0,0,0,0,0
322,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe70Si4B20Nb6,2,0.7,0,0.2,0.04,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe71Nb4.8Zr1.2B23,2,0.71,0,0.23,0,0.048,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",(Fe0.9Co0.1)58.5Cr6Mo14C19B2Er0.5,2,0.5265,0.0585,0.02,0,0,0,0,0,0.06,0.14,0,0.19,0,0,0,0.005,0,0,0,0,0,0,0
325,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe61Cr4Mo14C15B6,2,0.61,0,0.06,0,0,0,0,0,0.04,0.14,0,0.15,0,0,0,0,0,0,0,0,0,0,0
326,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe43Cr16Mo16C18B5Y2,6,0.43,0,0.05,0,0,0,0.02,0,0.16,0.16,0,0.18,0,0,0,0,0,0,0,0,0,0,0
327,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",[(Fe0.8Ni0.2)0.75B0.2Si0.05]96Nb4,2,0.576,0,0.192,0.048,0.04,0.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe48Mn10Mo13Cr4W3C15B7,2,0.48,0,0.07,0,0,0,0,0,0.04,0.13,0,0.15,0,0,0,0,0.1,0,0,0,0,0.03,0
329,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe44Cr16Mo16C18B5Y1,2,0.44,0,0.05,0,0,0,0.01,0,0.16,0.16,0,0.18,0,0,0,0,0,0,0,0,0,0,0
330,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",(Fe0.9Co0.1)63Mo14C15B6Er2,1.5,0.567,0.063,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.02,0,0,0,0,0,0,0
331,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe61Co7Zr9.5Mo5W2B15.5,1.5,0.61,0.07,0.155,0,0,0,0,0.095,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.02,0
332,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe44.55Co19.5Mo14C15B6,1.5,0.455,0.195,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0,0,0,0,0,0,0,0
333,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe59Cr6Mo14C15B6,1.5,0.59,0,0.06,0,0,0,0,0,0.06,0.14,0,0.15,0,0,0,0,0,0,0,0,0,0,0
334,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe62.8Co10B13.5Si10Nb3Cu0.7,1.5,0.628,0.1,0.135,0.1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0
335,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe72Nb3.6Zr2.4B22,1.5,0.72,0,0.22,0,0.036,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe60Co8Zr10Mo5W2B15,1.5,0.6,0.08,0.15,0,0,0,0,0.1,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.02,0
337,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe42Cr16Mo16C18B8,1.2,0.42,0,0.08,0,0,0,0,0,0.16,0.16,0,0.18,0,0,0,0,0,0,0,0,0,0,0
338,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe46Cr16Mo16C18B4,1.2,0.46,0,0.04,0,0,0,0,0,0.16,0.16,0,0.18,0,0,0,0,0,0,0,0,0,0,0
339,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe30Co30Ni15Si8B17,1.2,0.3,0.3,0.17,0.08,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe44Cr16Mo16C18B6,1.2,0.44,0,0.06,0,0,0,0,0,0.16,0.16,0,0.18,0,0,0,0,0,0,0,0,0,0,0
341,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe30Cr30Mo15C15B10,1,0.3,0,0.1,0,0,0,0,0,0.3,0.15,0,0.15,0,0,0,0,0,0,0,0,0,0,0
342,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe37.5Cr15Mo22.5C15B10,1,0.375,0,0.1,0,0,0,0,0,0.15,0.225,0,0.15,0,0,0,0,0,0,0,0,0,0,0
343,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe61Co10Zr5W4B20,1,0.61,0.1,0.2,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0
